Token1	Label1	Offset1	Token2	Label2	Offset2	Relation	Sentence
αvβ3 signaling to the 5-HT system	MPA	(159, 192)	enhanced	PosReg	(150, 158)	ThemeOf	Here, we used knock-in (KI) mice expressing an Itgb3 variant that phenocopies the human Pro33 variant to elucidate the consequences of constitutively enhanced αvβ3 signaling to the 5-HT system in the brain.
Serotonin System	MPA	(58, 74)	Gain-of-Function	PosReg	(4, 20)	ThemeOf	The Gain-of-Function Integrin β3 Pro33 Variant Alters the Serotonin System in the Mouse Brain.
ITGB3	Gene	(4, 9)	Leu33Pro	Var	(30, 38)	ThemeOf	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
Leu33Pro	Var	(30, 38)	hyperactive	PosReg	(63, 74)	CauseOf	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
αvβ3 receptors	Protein	(75, 89)	hyperactive	PosReg	(63, 74)	ThemeOf	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
αvβ3 receptors	Protein	(75, 89)	influence	Reg	(95, 104)	CauseOf	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
whole-blood 5-HT levels	MPA	(105, 128)	influence	Reg	(95, 104)	ThemeOf	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
Leu33Pro	Var	(30, 38)	influence	Reg	(137, 146)	CauseOf	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
autism spectrum disorder	Disease	(160, 184)	influence	Reg	(137, 146)	ThemeOf	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
whole-blood 5-HT levels	MPA	(105, 128)	hyperactive	PosReg	(63, 74)	NoRelation	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
autism spectrum disorder	Disease	(160, 184)	hyperactive	PosReg	(63, 74)	NoRelation	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
whole-blood 5-HT levels	MPA	(105, 128)	influence	Reg	(137, 146)	NoRelation	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
autism spectrum disorder	Disease	(160, 184)	influence	Reg	(95, 104)	NoRelation	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
Leu33Pro	Var	(30, 38)	influence	Reg	(95, 104)	NoRelation	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
αvβ3 receptors	Protein	(75, 89)	whole-blood 5-HT levels	MPA	(105, 128)	NoRelation	The ITGB3 coding polymorphism Leu33Pro (rs5918, PlA2) produces hyperactive αvβ3 receptors that influence whole-blood 5-HT levels and may influence the risk for autism spectrum disorder (ASD).
Parkin	Gene	(0, 6)	absence	Var	(7, 14)	ThemeOf	Parkin absence accelerates microtubule aging in dopaminergic neurons.
loss	Var	(45, 49)	affects	Reg	(60, 67)	CauseOf	Moreover, in-cell experiments confirmed that loss of parkin affects mitochondria mobility and showed that this defect depends on MT system as it is rescued by paclitaxel, a well-known MT-targeted agent.
mitochondria mobility	MPA	(68, 89)	affects	Reg	(60, 67)	ThemeOf	Moreover, in-cell experiments confirmed that loss of parkin affects mitochondria mobility and showed that this defect depends on MT system as it is rescued by paclitaxel, a well-known MT-targeted agent.
parkin	Gene	(53, 59)	loss	Var	(45, 49)	ThemeOf	Moreover, in-cell experiments confirmed that loss of parkin affects mitochondria mobility and showed that this defect depends on MT system as it is rescued by paclitaxel, a well-known MT-targeted agent.
absence	Var	(7, 14)	accelerates	PosReg	(15, 26)	CauseOf	Parkin absence accelerates microtubule aging in dopaminergic neurons.
microtubule aging in dopaminergic neurons	MPA	(27, 68)	accelerates	PosReg	(15, 26)	ThemeOf	Parkin absence accelerates microtubule aging in dopaminergic neurons.
mutations	Var	(27, 36)	Loss-of-function	NegReg	(0, 16)	CauseOf	Loss-of-function caused by mutations in the parkin gene (PARK2) lead to early-onset familial Parkinson's disease.
early-onset familial Parkinson's disease	Disease	(72, 112)	Loss-of-function	NegReg	(0, 16)	ThemeOf	Loss-of-function caused by mutations in the parkin gene (PARK2) lead to early-onset familial Parkinson's disease.
PARK2	Gene	(57, 62)	mutations	Var	(27, 36)	ThemeOf	Loss-of-function caused by mutations in the parkin gene (PARK2) lead to early-onset familial Parkinson's disease.
loss	Var	(76, 80)	accelerated	PosReg	(102, 113)	CauseOf	Looking at these systems during aging of PARK2 knockout mice, we found that loss of parkin induced an accelerated (over)acetylation of MT system both in dopaminergic neuron cell bodies and fibers, localized in the substantia nigra and corpus striatum, respectively.
acetylation	MPA	(120, 131)	accelerated	PosReg	(102, 113)	ThemeOf	Looking at these systems during aging of PARK2 knockout mice, we found that loss of parkin induced an accelerated (over)acetylation of MT system both in dopaminergic neuron cell bodies and fibers, localized in the substantia nigra and corpus striatum, respectively.
parkin	Gene	(84, 90)	loss	Var	(76, 80)	ThemeOf	Looking at these systems during aging of PARK2 knockout mice, we found that loss of parkin induced an accelerated (over)acetylation of MT system both in dopaminergic neuron cell bodies and fibers, localized in the substantia nigra and corpus striatum, respectively.
LRRK2	Gene	(31, 36)	Mutant	Var	(56, 62)	ThemeOf	Parkinson's Disease-Associated LRRK2 Hyperactive Kinase Mutant Disrupts Synaptic Vesicle Trafficking in Ventral Midbrain Neurons.
SV endocytosis in ventral midbrain (MB) neurons, including DA neurons	MPA	(67, 136)	impairs	NegReg	(59, 66)	ThemeOf	Here we show that the most common PD mutation LRRK2 G2019S impairs SV endocytosis in ventral midbrain (MB) neurons, including DA neurons, and the slowed endocytosis can be rescued by inhibition of LRRK2 kinase activity.
SYNJ1	Gene	(109, 114)	deletion	Var	(97, 105)	ThemeOf	Additionally, we found MB-specific impairment of SV endocytosis in neurons carrying heterozygous deletion of SYNJ1 (PARK20), a gene that is associated with recessive Parkinsonism.
deletion	Var	(97, 105)	impairment	NegReg	(35, 45)	CauseOf	Additionally, we found MB-specific impairment of SV endocytosis in neurons carrying heterozygous deletion of SYNJ1 (PARK20), a gene that is associated with recessive Parkinsonism.
SV endocytosis in neurons	MPA	(49, 74)	impairment	NegReg	(35, 45)	ThemeOf	Additionally, we found MB-specific impairment of SV endocytosis in neurons carrying heterozygous deletion of SYNJ1 (PARK20), a gene that is associated with recessive Parkinsonism.
SYNJ1+/-	Var	(10, 18)	impairs	NegReg	(75, 82)	CauseOf	Combining SYNJ1+/- and LRRK2 G2019S does not exacerbate SV endocytosis but impairs sustained exocytosis in MB neurons and alters specific motor functions of 1-year-old male mice.
sustained exocytosis in MB neurons	MPA	(83, 117)	impairs	NegReg	(75, 82)	ThemeOf	Combining SYNJ1+/- and LRRK2 G2019S does not exacerbate SV endocytosis but impairs sustained exocytosis in MB neurons and alters specific motor functions of 1-year-old male mice.
LRRK2 G2019S	Var	(23, 35)	impairs	NegReg	(75, 82)	CauseOf	Combining SYNJ1+/- and LRRK2 G2019S does not exacerbate SV endocytosis but impairs sustained exocytosis in MB neurons and alters specific motor functions of 1-year-old male mice.
SYNJ1+/-	Var	(10, 18)	alters	Reg	(122, 128)	CauseOf	Combining SYNJ1+/- and LRRK2 G2019S does not exacerbate SV endocytosis but impairs sustained exocytosis in MB neurons and alters specific motor functions of 1-year-old male mice.
LRRK2 G2019S	Var	(23, 35)	alters	Reg	(122, 128)	CauseOf	Combining SYNJ1+/- and LRRK2 G2019S does not exacerbate SV endocytosis but impairs sustained exocytosis in MB neurons and alters specific motor functions of 1-year-old male mice.
specific motor functions	MPA	(129, 153)	alters	Reg	(122, 128)	ThemeOf	Combining SYNJ1+/- and LRRK2 G2019S does not exacerbate SV endocytosis but impairs sustained exocytosis in MB neurons and alters specific motor functions of 1-year-old male mice.
Mutant	Var	(56, 62)	Disrupts	NegReg	(63, 71)	CauseOf	Parkinson's Disease-Associated LRRK2 Hyperactive Kinase Mutant Disrupts Synaptic Vesicle Trafficking in Ventral Midbrain Neurons.
G2019S	Var	(82, 88)	enhanced	PosReg	(24, 32)	CauseOf	We demonstrate that the enhanced kinase activity resulting from the most frequent G2019S mutation in LRRK2 is the key to this impairment.
kinase activity	MPA	(33, 48)	enhanced	PosReg	(24, 32)	ThemeOf	We demonstrate that the enhanced kinase activity resulting from the most frequent G2019S mutation in LRRK2 is the key to this impairment.
LRRK2	Gene	(101, 106)	G2019S	Var	(82, 88)	ThemeOf	We demonstrate that the enhanced kinase activity resulting from the most frequent G2019S mutation in LRRK2 is the key to this impairment.
G2019S	Var	(42, 48)	loss of function	NegReg	(59, 75)	CauseOf	We provide evidence suggesting that LRRK2 G2019S and SYNJ1 loss of function share a similar pathogenic pathway in deregulating DAergic neuron SV endocytosis and that they play additive roles in facilitating each other's pathogenic functions in PD.
SYNJ1	Gene	(53, 58)	loss of function	NegReg	(59, 75)	CauseOf	We provide evidence suggesting that LRRK2 G2019S and SYNJ1 loss of function share a similar pathogenic pathway in deregulating DAergic neuron SV endocytosis and that they play additive roles in facilitating each other's pathogenic functions in PD.
deregulating DAergic neuron SV endocytosis	MPA	(114, 156)	loss of function	NegReg	(59, 75)	ThemeOf	We provide evidence suggesting that LRRK2 G2019S and SYNJ1 loss of function share a similar pathogenic pathway in deregulating DAergic neuron SV endocytosis and that they play additive roles in facilitating each other's pathogenic functions in PD.
SYNJ1	Gene	(53, 58)	play additive roles	Reg	(171, 190)	CauseOf	We provide evidence suggesting that LRRK2 G2019S and SYNJ1 loss of function share a similar pathogenic pathway in deregulating DAergic neuron SV endocytosis and that they play additive roles in facilitating each other's pathogenic functions in PD.
G2019S	Var	(42, 48)	play additive roles	Reg	(171, 190)	CauseOf	We provide evidence suggesting that LRRK2 G2019S and SYNJ1 loss of function share a similar pathogenic pathway in deregulating DAergic neuron SV endocytosis and that they play additive roles in facilitating each other's pathogenic functions in PD.
PD	Disease	(244, 246)	play additive roles	Reg	(171, 190)	ThemeOf	We provide evidence suggesting that LRRK2 G2019S and SYNJ1 loss of function share a similar pathogenic pathway in deregulating DAergic neuron SV endocytosis and that they play additive roles in facilitating each other's pathogenic functions in PD.
LRRK2	Var	(28, 33)	resulting in	Reg	(82, 94)	CauseOf	Interestingly, we show that LRRK2 directly phosphorylates synaptojanin1 in vitro, resulting in the disruption of endophilin-synaptojanin1 interaction required for SV endocytosis.
Synaptic Vesicle Trafficking in Ventral Midbrain Neurons	MPA	(72, 128)	Disrupts	NegReg	(63, 71)	ThemeOf	Parkinson's Disease-Associated LRRK2 Hyperactive Kinase Mutant Disrupts Synaptic Vesicle Trafficking in Ventral Midbrain Neurons.
disruption of endophilin-synaptojanin1 interaction required for SV endocytosis	MPA	(99, 177)	resulting in	Reg	(82, 94)	ThemeOf	Interestingly, we show that LRRK2 directly phosphorylates synaptojanin1 in vitro, resulting in the disruption of endophilin-synaptojanin1 interaction required for SV endocytosis.
